id,domain,concept,method,backend,response,latency_sec,input_tokens,output_tokens,total_tokens,checkpoint_1,checkpoint_2,checkpoint_3
med_02,Medicine,抗生素耐药,C_feynman_cot,mock,"{""expert_draft"": ""抗生素耐药的核心是：细菌对抗生素敏感性下降；其次，滥用抗生素会加速耐药形成；并且病毒感染通常不应使用抗生素。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""抗生素耐药可以理解为：细菌对抗生素敏感性下降。同时，滥用抗生素会加速耐药形成。在实践中，病毒感染通常不应使用抗生素。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,350,237,587,细菌对抗生素敏感性下降,滥用抗生素会加速耐药形成,病毒感染通常不应使用抗生素
med_03,Medicine,疫苗免疫,A_zero_shot,mock,疫苗免疫可以理解为：通过抗原刺激建立免疫记忆。同时，可降低感染或重症风险。在实践中，群体免疫依赖较高接种覆盖率。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,46,109,通过抗原刺激建立免疫记忆,可降低感染或重症风险,群体免疫依赖较高接种覆盖率
med_03,Medicine,疫苗免疫,B_standard_cot,mock,"定义：疫苗免疫涉及通过抗原刺激建立免疫记忆。
关键点：可降低感染或重症风险，并且群体免疫依赖较高接种覆盖率。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,44,127,通过抗原刺激建立免疫记忆,可降低感染或重症风险,群体免疫依赖较高接种覆盖率
med_03,Medicine,疫苗免疫,C_feynman_cot,mock,"{""expert_draft"": ""疫苗免疫的核心是：通过抗原刺激建立免疫记忆；其次，可降低感染或重症风险；并且群体免疫依赖较高接种覆盖率。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""疫苗免疫可以理解为：通过抗原刺激建立免疫记忆。同时，可降低感染或重症风险。在实践中，群体免疫依赖较高接种覆盖率。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,235,584,通过抗原刺激建立免疫记忆,可降低感染或重症风险,群体免疫依赖较高接种覆盖率
med_04,Medicine,胰岛素与血糖调节,A_zero_shot,mock,胰岛素与血糖调节可以理解为：胰岛素促进葡萄糖进入细胞。同时，有助于降低血糖。在实践中，胰岛素不足或抵抗与糖尿病相关。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,65,47,112,胰岛素促进葡萄糖进入细胞,有助于降低血糖,胰岛素不足或抵抗与糖尿病相关
med_04,Medicine,胰岛素与血糖调节,B_standard_cot,mock,"定义：胰岛素与血糖调节涉及胰岛素促进葡萄糖进入细胞。
关键点：有助于降低血糖，并且胰岛素不足或抵抗与糖尿病相关。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,85,45,130,胰岛素促进葡萄糖进入细胞,有助于降低血糖,胰岛素不足或抵抗与糖尿病相关
med_04,Medicine,胰岛素与血糖调节,C_feynman_cot,mock,"{""expert_draft"": ""胰岛素与血糖调节的核心是：胰岛素促进葡萄糖进入细胞；其次，有助于降低血糖；并且胰岛素不足或抵抗与糖尿病相关。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""胰岛素与血糖调节可以理解为：胰岛素促进葡萄糖进入细胞。同时，有助于降低血糖。在实践中，胰岛素不足或抵抗与糖尿病相关。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,351,237,588,胰岛素促进葡萄糖进入细胞,有助于降低血糖,胰岛素不足或抵抗与糖尿病相关
med_05,Medicine,高血压,A_zero_shot,mock,高血压可以理解为：长期血压升高会增加心脑血管风险。同时，常见危险因素含高盐饮食和肥胖。在实践中，生活方式干预和药物都可治疗。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,62,50,112,长期血压升高会增加心脑血管风险,常见危险因素含高盐饮食和肥胖,生活方式干预和药物都可治疗
med_05,Medicine,高血压,B_standard_cot,mock,"定义：高血压涉及长期血压升高会增加心脑血管风险。
关键点：常见危险因素含高盐饮食和肥胖，并且生活方式干预和药物都可治疗。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,82,47,129,长期血压升高会增加心脑血管风险,常见危险因素含高盐饮食和肥胖,生活方式干预和药物都可治疗
med_05,Medicine,高血压,C_feynman_cot,mock,"{""expert_draft"": ""高血压的核心是：长期血压升高会增加心脑血管风险；其次，常见危险因素含高盐饮食和肥胖；并且生活方式干预和药物都可治疗。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""高血压可以理解为：长期血压升高会增加心脑血管风险。同时，常见危险因素含高盐饮食和肥胖。在实践中，生活方式干预和药物都可治疗。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,348,241,589,长期血压升高会增加心脑血管风险,常见危险因素含高盐饮食和肥胖,生活方式干预和药物都可治疗
med_06,Medicine,肿瘤转移,A_zero_shot,mock,肿瘤转移可以理解为：癌细胞从原发灶扩散到远处器官。同时，可经血液或淋巴途径传播。在实践中，转移常提示疾病分期更晚。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,47,110,癌细胞从原发灶扩散到远处器官,可经血液或淋巴途径传播,转移常提示疾病分期更晚
med_06,Medicine,肿瘤转移,B_standard_cot,mock,"定义：肿瘤转移涉及癌细胞从原发灶扩散到远处器官。
关键点：可经血液或淋巴途径传播，并且转移常提示疾病分期更晚。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,45,128,癌细胞从原发灶扩散到远处器官,可经血液或淋巴途径传播,转移常提示疾病分期更晚
med_06,Medicine,肿瘤转移,C_feynman_cot,mock,"{""expert_draft"": ""肿瘤转移的核心是：癌细胞从原发灶扩散到远处器官；其次，可经血液或淋巴途径传播；并且转移常提示疾病分期更晚。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""肿瘤转移可以理解为：癌细胞从原发灶扩散到远处器官。同时，可经血液或淋巴途径传播。在实践中，转移常提示疾病分期更晚。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,236,585,癌细胞从原发灶扩散到远处器官,可经血液或淋巴途径传播,转移常提示疾病分期更晚
med_07,Medicine,安慰剂效应,A_zero_shot,mock,安慰剂效应可以理解为：患者因预期而出现症状改善。同时，并非药物活性成分直接作用。在实践中，随机双盲试验用于控制该效应。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,48,111,患者因预期而出现症状改善,并非药物活性成分直接作用,随机双盲试验用于控制该效应
med_07,Medicine,安慰剂效应,B_standard_cot,mock,"定义：安慰剂效应涉及患者因预期而出现症状改善。
关键点：并非药物活性成分直接作用，并且随机双盲试验用于控制该效应。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,46,129,患者因预期而出现症状改善,并非药物活性成分直接作用,随机双盲试验用于控制该效应
med_07,Medicine,安慰剂效应,C_feynman_cot,mock,"{""expert_draft"": ""安慰剂效应的核心是：患者因预期而出现症状改善；其次，并非药物活性成分直接作用；并且随机双盲试验用于控制该效应。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""安慰剂效应可以理解为：患者因预期而出现症状改善。同时，并非药物活性成分直接作用。在实践中，随机双盲试验用于控制该效应。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,350,238,588,患者因预期而出现症状改善,并非药物活性成分直接作用,随机双盲试验用于控制该效应
law_01,Law,无罪推定,A_zero_shot,mock,无罪推定可以理解为：在定罪前应视被告人为无罪。同时，举证责任主要由控方承担。在实践中，疑罪从无体现该原则。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,45,108,在定罪前应视被告人为无罪,举证责任主要由控方承担,疑罪从无体现该原则
law_01,Law,无罪推定,B_standard_cot,mock,"定义：无罪推定涉及在定罪前应视被告人为无罪。
关键点：举证责任主要由控方承担，并且疑罪从无体现该原则。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,42,125,在定罪前应视被告人为无罪,举证责任主要由控方承担,疑罪从无体现该原则
law_01,Law,无罪推定,C_feynman_cot,mock,"{""expert_draft"": ""无罪推定的核心是：在定罪前应视被告人为无罪；其次，举证责任主要由控方承担；并且疑罪从无体现该原则。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""无罪推定可以理解为：在定罪前应视被告人为无罪。同时，举证责任主要由控方承担。在实践中，疑罪从无体现该原则。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,231,580,在定罪前应视被告人为无罪,举证责任主要由控方承担,疑罪从无体现该原则
law_02,Law,合同成立要件,A_zero_shot,mock,合同成立要件可以理解为：通常包括要约与承诺。同时，当事人应具备相应行为能力。在实践中，内容不得违反法律强制性规定。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,64,47,111,通常包括要约与承诺,当事人应具备相应行为能力,内容不得违反法律强制性规定
law_02,Law,合同成立要件,B_standard_cot,mock,"定义：合同成立要件涉及通常包括要约与承诺。
关键点：当事人应具备相应行为能力，并且内容不得违反法律强制性规定。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,84,45,129,通常包括要约与承诺,当事人应具备相应行为能力,内容不得违反法律强制性规定
law_02,Law,合同成立要件,C_feynman_cot,mock,"{""expert_draft"": ""合同成立要件的核心是：通常包括要约与承诺；其次，当事人应具备相应行为能力；并且内容不得违反法律强制性规定。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""合同成立要件可以理解为：通常包括要约与承诺。同时，当事人应具备相应行为能力。在实践中，内容不得违反法律强制性规定。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,350,236,586,通常包括要约与承诺,当事人应具备相应行为能力,内容不得违反法律强制性规定
law_03,Law,侵权责任,A_zero_shot,mock,侵权责任可以理解为：一般需有违法行为与损害结果。同时，行为与损害之间需存在因果关系。在实践中，侵权人通常需承担赔偿责任。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,48,111,一般需有违法行为与损害结果,行为与损害之间需存在因果关系,侵权人通常需承担赔偿责任
law_03,Law,侵权责任,B_standard_cot,mock,"定义：侵权责任涉及一般需有违法行为与损害结果。
关键点：行为与损害之间需存在因果关系，并且侵权人通常需承担赔偿责任。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,46,129,一般需有违法行为与损害结果,行为与损害之间需存在因果关系,侵权人通常需承担赔偿责任
law_03,Law,侵权责任,C_feynman_cot,mock,"{""expert_draft"": ""侵权责任的核心是：一般需有违法行为与损害结果；其次，行为与损害之间需存在因果关系；并且侵权人通常需承担赔偿责任。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""侵权责任可以理解为：一般需有违法行为与损害结果。同时，行为与损害之间需存在因果关系。在实践中，侵权人通常需承担赔偿责任。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,239,588,一般需有违法行为与损害结果,行为与损害之间需存在因果关系,侵权人通常需承担赔偿责任
law_04,Law,正当防卫,A_zero_shot,mock,正当防卫可以理解为：针对正在进行的不法侵害。同时，防卫行为需为制止侵害所必需。在实践中，明显超过必要限度可能构成防卫过当。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,49,112,针对正在进行的不法侵害,防卫行为需为制止侵害所必需,明显超过必要限度可能构成防卫过当
law_04,Law,正当防卫,B_standard_cot,mock,"定义：正当防卫涉及针对正在进行的不法侵害。
关键点：防卫行为需为制止侵害所必需，并且明显超过必要限度可能构成防卫过当。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,47,130,针对正在进行的不法侵害,防卫行为需为制止侵害所必需,明显超过必要限度可能构成防卫过当
law_04,Law,正当防卫,C_feynman_cot,mock,"{""expert_draft"": ""正当防卫的核心是：针对正在进行的不法侵害；其次，防卫行为需为制止侵害所必需；并且明显超过必要限度可能构成防卫过当。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""正当防卫可以理解为：针对正在进行的不法侵害。同时，防卫行为需为制止侵害所必需。在实践中，明显超过必要限度可能构成防卫过当。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,240,589,针对正在进行的不法侵害,防卫行为需为制止侵害所必需,明显超过必要限度可能构成防卫过当
law_05,Law,知识产权,A_zero_shot,mock,知识产权可以理解为：包括著作权专利权商标权等。同时，保护创新成果与商业标识。在实践中，具有地域性和期限性特征。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,46,109,包括著作权专利权商标权等,保护创新成果与商业标识,具有地域性和期限性特征
law_05,Law,知识产权,B_standard_cot,mock,"定义：知识产权涉及包括著作权专利权商标权等。
关键点：保护创新成果与商业标识，并且具有地域性和期限性特征。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,43,126,包括著作权专利权商标权等,保护创新成果与商业标识,具有地域性和期限性特征
law_05,Law,知识产权,C_feynman_cot,mock,"{""expert_draft"": ""知识产权的核心是：包括著作权专利权商标权等；其次，保护创新成果与商业标识；并且具有地域性和期限性特征。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""知识产权可以理解为：包括著作权专利权商标权等。同时，保护创新成果与商业标识。在实践中，具有地域性和期限性特征。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,233,582,包括著作权专利权商标权等,保护创新成果与商业标识,具有地域性和期限性特征
law_06,Law,证据规则,A_zero_shot,mock,证据规则可以理解为：证据需具有关联性与合法性。同时，非法证据可能被排除。在实践中，证明标准因案件类型而不同。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,45,108,证据需具有关联性与合法性,非法证据可能被排除,证明标准因案件类型而不同
law_06,Law,证据规则,B_standard_cot,mock,"定义：证据规则涉及证据需具有关联性与合法性。
关键点：非法证据可能被排除，并且证明标准因案件类型而不同。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,43,126,证据需具有关联性与合法性,非法证据可能被排除,证明标准因案件类型而不同
law_06,Law,证据规则,C_feynman_cot,mock,"{""expert_draft"": ""证据规则的核心是：证据需具有关联性与合法性；其次，非法证据可能被排除；并且证明标准因案件类型而不同。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""证据规则可以理解为：证据需具有关联性与合法性。同时，非法证据可能被排除。在实践中，证明标准因案件类型而不同。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,232,581,证据需具有关联性与合法性,非法证据可能被排除,证明标准因案件类型而不同
law_07,Law,程序正义,A_zero_shot,mock,程序正义可以理解为：强调过程公平公开与可申辩。同时，有助于提升裁判可接受性。在实践中，程序瑕疵可能影响实体结果正当性。 可以把它想成一个需要在规则和结果之间保持平衡的小系统。,0.0,63,48,111,强调过程公平公开与可申辩,有助于提升裁判可接受性,程序瑕疵可能影响实体结果正当性
law_07,Law,程序正义,B_standard_cot,mock,"定义：程序正义涉及强调过程公平公开与可申辩。
关键点：有助于提升裁判可接受性，并且程序瑕疵可能影响实体结果正当性。
例子：像学习骑车，先掌握平衡，再通过练习减少错误。",0.0,83,46,129,强调过程公平公开与可申辩,有助于提升裁判可接受性,程序瑕疵可能影响实体结果正当性
law_07,Law,程序正义,C_feynman_cot,mock,"{""expert_draft"": ""程序正义的核心是：强调过程公平公开与可申辩；其次，有助于提升裁判可接受性；并且程序瑕疵可能影响实体结果正当性。"", ""knowledge_gaps_or_risks"": [""容易只记结论而忽略适用条件"", ""可能把类比当成严格等价关系"", ""忽略边界情况导致误解""], ""analogy_explanation"": ""可类比为管理一支团队：目标、约束和反馈共同决定最终表现。"", ""consistency_check"": {""passed_points"": [""保留了核心定义"", ""保留了关键机制""], ""risk_points"": [""类比可能弱化数学或法律上的严格条件""]}, ""final_answer_for_beginner"": ""程序正义可以理解为：强调过程公平公开与可申辩。同时，有助于提升裁判可接受性。在实践中，程序瑕疵可能影响实体结果正当性。 你可以先记住“核心机制+限制条件+典型场景”这三件事。""}",0.0,349,238,587,强调过程公平公开与可申辩,有助于提升裁判可接受性,程序瑕疵可能影响实体结果正当性
